epoch,dice_coef,iou,learning_rate,loss,precision_1,recall_1,val_dice_coef,val_iou,val_loss,val_precision_1,val_recall_1
0,0.7931822538375854,0.6972062587738037,9.999999747378752e-05,0.20685532689094543,0.8333141803741455,0.7716397047042847,0.8133753538131714,0.7247741222381592,0.18658491969108582,0.9054436683654785,0.7412370443344116
